sys_id,n_ie,n_pages,n_lines,n_chars
990001963500205171,2,22,311,7080
990001963510205171,1,7,72,2175
990001964070205171,1,6,66,1054
990001964370205171,1,6,46,664
990001964530205171,1,20,798,23716
990001964540205171,1,13,420,18550
990001964560205171,1,39,1483,49253
990001964570205171,1,173,5064,154034
990001964610205171,1,12,423,6789
990001965270205171,1,9,213,6299
990001965770205171,1,198,10061,638189
990001965780205171,1,28,1113,56903
990001965810205171,1,6,91,1923
990001966040205171,1,6,104,3453
990001966050205171,1,7,114,2352
990001966070205171,1,7,154,4756
990001966080205171,1,7,147,4626
990001966100205171,1,4,162,9932
990001966720205171,1,8,62,663
990001966730205171,1,8,162,5951
990001966740205171,1,4,72,2928
990001966750205171,1,3,9,85
990001966760205171,1,3,50,812
990001966770205171,1,4,133,6088
990001966780205171,1,3,30,546
990001966790205171,1,182,8026,258028
990001966800205171,1,31,1148,39828
990001966830205171,1,8,116,3792
990001966840205171,1,10,575,17002
990001966850205171,1,208,10747,353855
990001966860205171,1,11,268,5577
990001966870205171,1,10,327,12070
990001966880205171,1,165,6327,223530
990001966910205171,1,11,429,6252
990001966920205171,1,248,16036,241174
990001966930205171,1,54,2401,119016
990001966940205171,1,59,2881,171174
990001966950205171,1,28,1273,65861
990001966960205171,1,10,163,2762
990001966970205171,1,6,77,2030
990001966980205171,1,17,721,31907
990001966990205171,1,7,89,1036
990001967000205171,1,65,2602,135889
990001967010205171,1,6,77,2598
990001967020205171,1,6,86,2166
990001967030205171,1,9,215,9218
990001967040205171,1,33,1149,32701
990001967050205171,1,21,485,9761
990001967060205171,1,12,410,15130
990001967070205171,1,8,146,4687
990001967080205171,1,8,94,1330
990001967090205171,1,7,75,1218
990001967100205171,1,8,85,1712
990001967110205171,1,253,11067,445767
990001969260205171,2,20,301,6394
990001969270205171,1,34,1059,22601
990001969280205171,1,126,3587,109705
990001969290205171,1,7,90,1923
990001969300205171,1,27,676,14995
990001969320205171,1,205,6645,207959
990001969330205171,1,13,361,7495
990001969530205171,1,137,3801,82252
990001969540205171,1,27,502,8721
990001969560205171,1,15,299,7557
990001969570205171,1,7,88,1616
990001970120205171,1,30,562,13515
990001970130205171,1,12,168,3531
990001970140205171,1,51,1276,38512
990001970150205171,1,8,92,1467
990001970160205171,1,8,101,1885
990001970170205171,1,7,53,1274
990001970180205171,1,11,119,1427
990001970190205171,1,8,154,3594
990001970200205171,1,12,195,4768
990001970210205171,1,117,4735,173771
990001970220205171,1,168,7814,199785
990001970240205171,1,153,6296,152297
990001970250205171,1,16,338,6095
990001970260205171,1,17,486,21714
990001970270205171,1,15,466,7569
990001970280205171,1,8,84,1014
990001970290205171,1,8,86,1888
990001970310205171,1,8,101,2425
990001970320205171,1,13,309,10013
990001970330205171,1,8,108,3436
990001970340205171,1,18,280,4815
990001970350205171,1,10,94,813
990001970360205171,1,27,531,14351
990001970370205171,1,42,1374,36269
990001970380205171,1,13,188,2688
990001970390205171,1,18,288,4810
990001970400205171,1,14,573,31565
990001970410205171,1,23,331,4370
990001970420205171,1,98,5094,177680
990001970430205171,1,31,627,13372
990001970440205171,1,23,510,9153
990001970450205171,1,7,55,523
990001970460205171,1,8,111,1658
990001970470205171,1,8,99,1543
990001970480205171,1,13,212,2064
990001970490205171,1,8,85,1002
990001970500205171,1,15,272,3552
990001970520205171,1,24,476,8339
990001970530205171,1,8,85,867
990001970540205171,1,16,273,4344
990001970550205171,1,43,956,22313
990001971680205171,1,2,30,185
990001971690205171,1,2,55,455
990001971710205171,1,4,70,1771
990001971730205171,1,4,35,272
990001971740205171,1,4,95,3447
990001971750205171,1,2,20,421
990001972610205171,1,20,677,20514
990001972830205171,1,147,5730,285214
990001973740205171,1,2,34,931
990001974090205171,1,6,328,8692
990001974120205171,1,2,36,842
990001974130205171,2,6,295,7528
990001974150205171,1,2,172,4560
990001979930205171,1,2,128,890
990001982730205171,2,6,65,784
990001983100205171,1,2,74,1908
990001983110205171,1,2,34,889
990001983120205171,1,2,54,1246
990001983130205171,1,2,33,820
990001983140205171,1,2,85,2200
990001983150205171,1,2,32,805
990001983160205171,1,4,77,3060
990001983170205171,1,2,44,1324
990001983190205171,1,2,53,1766
990001983200205171,1,4,116,3724
990001983210205171,1,2,81,2826
990001983220205171,1,2,26,608
990001983230205171,1,2,57,707
990001983240205171,1,4,128,3677
990001983250205171,1,2,22,318
990001983260205171,1,2,32,212
990001983290205171,1,2,45,1863
990001983310205171,1,2,37,1008
990001983320205171,1,2,35,1363
990001983330205171,1,2,84,2940
990001983640205171,1,4,68,2168
990001984600205171,1,2,31,335
990001984750205171,1,2,58,2131
990001984790205171,1,2,15,178
990001984820205171,1,2,19,313
990001984910205171,1,2,14,76
990001984940205171,1,22,436,9346
990001984950205171,1,2,44,2031
990001984960205171,1,2,52,2056
990001984970205171,1,2,65,664
990001984980205171,1,2,53,2083
990001984990205171,1,2,43,1676
990001985010205171,1,2,7,151
990001985110205171,1,2,12,205
990001985120205171,1,3,64,292
990001985140205171,1,2,17,30
990001985150205171,1,2,29,240
990001985160205171,1,2,31,333
990001985170205171,1,2,38,74
990001985190205171,1,2,15,360
990001985210205171,1,2,29,370
990001985220205171,1,2,13,118
990001985230205171,1,2,30,457
990001985240205171,1,6,56,295
990001985310205171,1,2,7,8
990001985320205171,1,2,26,475
990001985350205171,1,2,19,200
990001985360205171,1,2,7,26
990001985390205171,1,2,21,127
990001985400205171,1,2,36,186
990001985440205171,1,2,8,8
990001985450205171,1,2,5,8
990001985460205171,1,2,23,130
990001985470205171,1,2,9,21
990001985480205171,1,2,9,12
990001985490205171,1,2,38,88
990001985500205171,1,2,26,78
990001985530205171,2,4,28,118
990001985620205171,2,4,72,566
990001985630205171,2,4,30,704
990001985640205171,2,4,66,584
990001985660205171,2,4,62,764
990001985670205171,2,4,68,336
990001985680205171,2,4,4,50
990001985760205171,2,12,66,202
990001985780205171,2,4,36,634
990001985790205171,2,4,46,138
990001985910205171,2,4,42,76
990001985920205171,2,4,124,984
990001985930205171,2,4,42,312
990001985940205171,2,4,64,502
990001986000205171,2,4,70,1194
990001986020205171,3,6,83,1590
990001986030205171,2,6,30,464
990001986040205171,2,4,54,238
990001986050205171,2,4,16,60
990001986060205171,2,4,42,56
990001986070205171,2,4,8,64
990001986080205171,2,4,26,414
990001986090205171,2,20,174,492
990001986100205171,2,4,12,116
990001986110205171,2,4,48,184
990001986120205171,2,4,40,332
990001986130205171,2,4,40,352
990001986140205171,2,4,54,205
990001986150205171,2,4,62,204
990001986170205171,2,4,58,240
990001986180205171,2,4,22,32
990001986190205171,2,4,38,622
990001986200205171,2,4,18,26
990001986220205171,2,4,54,566
990001986280205171,2,4,64,230
990001986290205171,2,4,56,252
990001986310205171,2,4,80,230
990001986330205171,5,10,105,1082
990001986340205171,2,12,174,288
990001986350205171,2,4,40,216
990001986360205171,2,4,110,172
990001986370205171,2,4,94,708
990001986380205171,2,4,60,296
990001986390205171,2,4,44,242
990001986480205171,2,4,58,404
990001986490205171,2,4,14,56
990001986500205171,2,4,40,176
990001986530205171,2,4,58,306
990001986540205171,2,4,28,146
990001986560205171,2,4,30,202
990001986570205171,2,8,112,600
990001986580205171,2,4,68,118
990001986590205171,2,4,22,134
990001986830205171,2,4,14,48
990001986840205171,2,4,0,0
990001986850205171,2,4,20,128
990001986860205171,2,4,32,204
990001986890205171,2,4,42,238
990001986920205171,2,4,30,132
990001986940205171,2,4,18,136
990001986950205171,2,4,38,134
990001986970205171,2,4,58,700
990001986990205171,2,4,66,94
990001987010205171,2,4,48,234
990001987020205171,2,4,36,506
990001987050205171,2,4,74,172
990001987080205171,2,4,14,138
990001987180205171,2,4,12,84
990001987300205171,2,4,38,64
990001987320205171,2,4,42,276
990001987330205171,2,4,32,358
990001987370205171,2,4,32,94
990001987440205171,2,4,32,336
990001987460205171,4,8,144,560
990001987700205171,2,4,44,512
990001987710205171,2,4,30,278
990001987730205171,3,6,92,172
990001987740205171,2,4,54,756
990001987750205171,2,4,60,186
990001987760205171,2,4,50,128
990001987770205171,2,4,30,146
990001987780205171,2,4,16,36
990001987790205171,2,4,10,24
990001987800205171,3,6,31,208
990001987820205171,2,4,26,76
990001987920205171,2,4,26,38
990001987930205171,2,4,10,22
990001987940205171,2,4,26,52
990001987950205171,2,4,22,36
990001987960205171,2,4,18,252
990001987970205171,2,8,50,168
990001987980205171,2,4,6,6
990001988000205171,2,4,20,64
990001988030205171,2,4,36,66
990001988040205171,2,4,36,438
990001988050205171,6,12,110,748
990001988080205171,3,6,23,136
990001988090205171,2,4,52,362
990001988100205171,2,4,28,180
990001988110205171,2,4,22,152
990001988120205171,2,4,48,326
990001988140205171,2,4,82,468
990001988150205171,2,4,26,266
990001988270205171,2,4,46,216
990001988280205171,2,4,44,754
990001988300205171,2,4,12,48
990001988490205171,2,4,32,238
990001988510205171,2,4,36,142
990001988540205171,2,4,44,322
990001988580205171,2,4,24,292
990001988590205171,3,6,59,287
990001988600205171,2,4,60,298
990001988610205171,2,4,24,168
990001988620205171,2,4,28,92
990001988630205171,2,4,48,298
990001988640205171,2,4,38,210
990001988650205171,2,4,10,34
990001988660205171,2,4,22,182
990001988680205171,2,4,68,526
990001988890205171,2,4,18,240
990001989210205171,2,4,122,872
990001989220205171,2,4,50,1756
990001989240205171,2,4,44,338
990001989270205171,2,4,136,3532
990001989440205171,2,4,86,1680
990001989450205171,2,4,48,488
990001989460205171,2,4,72,1556
990001989470205171,2,4,78,1220
990001989480205171,2,4,26,424
990001989490205171,2,4,38,562
990001989500205171,2,4,28,454
990001989510205171,2,4,64,1350
990001989530205171,1,2,101,2391
990001989540205171,1,2,20,225
990001989550205171,1,2,58,1630
990001989560205171,1,2,32,770
990001989570205171,1,2,34,652
990001989580205171,1,2,52,1184
990001989590205171,1,2,16,105
990001989600205171,1,2,57,795
990001989610205171,1,2,52,1561
990001989630205171,1,2,100,3814
990001989650205171,2,4,52,258
990001989660205171,2,4,52,1022
990001989670205171,1,2,34,116
990001989680205171,1,2,51,1174
990001989690205171,1,2,32,1374
990001989700205171,1,2,76,4374
990001989710205171,1,2,55,879
990001989720205171,1,2,42,1350
990001989730205171,1,2,63,1755
990001989740205171,1,2,35,508
990001989760205171,1,2,12,66
990001989770205171,1,2,57,1359
990001989780205171,1,2,33,381
990001989790205171,2,16,234,1456
990001989800205171,2,4,64,1022
990001989940205171,2,4,28,128
990001989950205171,2,4,60,1058
990001989990205171,2,4,24,462
990001990000205171,2,4,82,1370
990001990030205171,2,4,52,952
990001990040205171,2,4,178,3536
990001990070205171,2,4,130,1440
990001990090205171,2,4,62,1422
990001990180205171,2,4,72,1652
990001990200205171,2,4,64,126
990001990210205171,2,4,42,256
990001990220205171,2,4,46,942
990001990230205171,2,4,68,972
990001990240205171,2,4,144,4140
990001990280205171,2,4,32,700
990001990350205171,2,4,32,394
990001990370205171,2,12,208,4512
990001990480205171,2,4,116,3186
990001990580205171,1,4,137,643
990001990680205171,2,4,54,2064
990001991130205171,2,8,374,2750
990001991140205171,2,4,30,166
990001991160205171,2,4,68,1094
990001991180205171,2,4,58,678
990001991230205171,1,2,32,1002
990001991240205171,1,2,41,525
990001991260205171,1,2,25,569
990001991270205171,1,2,29,510
990001991280205171,1,2,42,204
990001991290205171,1,2,48,1662
990001991310205171,1,2,41,1215
990001991320205171,1,2,41,608
990001991330205171,1,2,28,740
990001991340205171,1,2,29,838
990001991350205171,1,2,41,1641
990001991360205171,1,2,67,1034
990001991370205171,1,2,84,2908
990001991380205171,1,2,43,1117
990001991410205171,1,2,79,2352
990001991420205171,1,2,34,1003
990001991430205171,1,2,35,975
990001991440205171,1,2,32,603
990001991450205171,1,2,56,996
990001991460205171,1,2,21,233
990001991470205171,1,2,78,1418
990001991480205171,2,4,58,1322
990001991490205171,1,2,44,1479
990001991500205171,1,2,64,1620
990001991520205171,1,2,28,748
990001991530205171,1,2,47,2144
990001991540205171,1,2,47,1814
990001991550205171,1,2,53,431
990001991560205171,1,2,24,422
990001991570205171,4,8,194,3028
990001991580205171,2,16,582,17976
990001991690205171,2,4,90,3094
990001991780205171,2,8,162,4548
990001991950205171,2,4,138,1396
990001991970205171,2,4,76,2184
990001991980205171,2,4,86,2112
990001992000205171,2,4,80,3386
990001992060205171,2,4,70,2964
990001992080205171,2,4,48,3054
990001992090205171,2,4,22,440
990001992110205171,2,4,66,1934
990001992250205171,2,4,60,1300
990001992260205171,2,4,182,4252
990001992280205171,2,4,80,2456
990001992290205171,2,8,160,5142
990001992300205171,2,4,70,1240
990001992310205171,2,4,58,1076
990001992360205171,2,4,52,976
990001992440205171,2,8,168,6554
990001992450205171,2,4,82,1164
990001992460205171,2,4,58,1216
990001992710205171,2,8,156,4948
990001992720205171,2,4,80,3176
990001992730205171,2,4,64,946
990001993180205171,2,8,114,2246
990001993190205171,2,8,134,4438
990001993200205171,2,4,76,1532
990001993210205171,2,4,64,622
990001993220205171,2,4,68,1898
990001993230205171,2,4,88,2292
990001993240205171,2,4,46,102
990001993270205171,2,4,278,3354
990001993390205171,2,4,72,676
990001993400205171,2,4,172,388
990001993490205171,2,4,50,124
990001993500205171,2,4,84,1626
990001993610205171,2,4,66,84
990001993620205171,2,4,86,234
990001993630205171,2,4,68,1320
990001993640205171,2,4,24,162
990001993650205171,2,4,74,944
990001993660205171,2,4,78,2470
990001993670205171,2,4,62,256
990001993690205171,2,4,78,688
990001993700205171,2,4,66,1422
990001993720205171,2,4,68,148
990001993730205171,2,4,66,1002
990001993740205171,2,4,42,172
990001993880205171,2,4,108,4970
990001993890205171,2,8,210,3536
990001994000205171,2,4,78,840
990001994010205171,2,4,62,1116
990001994020205171,2,4,38,818
990001994030205171,2,4,28,302
990001994040205171,2,4,90,644
990001994060205171,2,4,120,1986
990001994130205171,2,4,54,886
990001994210205171,2,4,22,226
990001994220205171,2,4,58,976
990001994230205171,2,4,32,406
990001994240205171,2,4,74,2152
990001994250205171,2,4,66,550
990001994260205171,2,4,48,816
990001994270205171,2,4,110,2246
990001994310205171,2,4,92,1068
990001994320205171,2,4,70,1434
990001994330205171,2,4,62,354
990001994340205171,2,4,68,744
990001994350205171,2,4,62,1078
990001994370205171,2,4,70,728
990001994410205171,2,4,26,370
990001994420205171,2,4,86,3838
990001994480205171,2,4,38,640
990001994490205171,2,4,212,9282
990001994500205171,2,4,66,888
990001994510205171,2,4,74,604
990001994530205171,2,4,62,2246
990001994550205171,2,8,138,550
990001994560205171,2,4,86,1088
990001994620205171,2,4,10,26
990001994630205171,2,4,82,1400
990001994680205171,2,4,68,1280
990001994780205171,2,4,66,1184
990001994790205171,2,4,82,906
990001994800205171,2,4,78,762
990001994820205171,2,4,78,742
990001994830205171,2,4,26,144
990001994850205171,2,4,42,1366
990001994880205171,2,4,104,3686
990001994940205171,2,4,42,388
990001994970205171,2,4,102,304
990001994980205171,2,4,52,1368
990001995150205171,2,4,80,666
990001995200205171,2,4,40,120
990001995260205171,2,4,114,1162
990001995270205171,2,4,52,490
990001995280205171,2,4,34,116
990001995290205171,2,4,112,666
990001995300205171,2,4,112,1234
990001995310205171,2,4,64,778
990001995320205171,2,4,34,354
990001995380205171,2,4,46,224
990001995460205171,3,6,57,208
990001995480205171,2,8,122,4076
990001995500205171,2,4,92,1292
990001995510205171,2,4,80,1712
990001995520205171,2,4,82,2766
990001995530205171,2,4,74,862
990001995540205171,2,4,60,290
990001995550205171,2,4,120,782
990001995560205171,2,4,66,500
990001995570205171,2,4,88,1532
990001995590205171,2,8,134,960
990001995610205171,2,4,38,258
990001995620205171,2,4,32,756
990001995630205171,2,4,92,334
990001995740205171,2,4,34,398
990001995750205171,2,4,114,172
990001995760205171,2,4,78,1140
990001995770205171,2,4,70,1546
990001995790205171,2,4,40,540
990001995800205171,2,4,36,90
990001995810205171,2,4,48,330
990001995830205171,2,4,58,1250
